title,viewcount,title,body,body,acceptedanswerid
"Return array in a function","527683","","<p>I have an array <code>int arr[5]</code> that is passed to a function <code>fillarr(int arr[])</code>:</p>

<pre><code>int fillarr(int arr[])
{
    for(...);
    return arr;
}
</code></pre>

<ol>
<li>How can I return that array?</li>
<li>How will I use it, say I returned a pointer how am I going to access it?</li>
</ol>
","<p>In this case, your array variable <code>arr</code> can actually also be treated as a pointer to the beginning of your array's block in memory, by an implicit conversion.  This syntax that you're using:</p>

<pre><code>int fillarr(int arr[])
</code></pre>

<p>Is kind of just syntactic sugar.  You could really replace it with this and it would still work:</p>

<pre><code>int fillarr(int* arr)
</code></pre>

<p>So in the same sense, what you want to return from your function is actually a pointer to the first element in the array:</p>

<pre><code>int* fillarr(int arr[])
</code></pre>

<p>And you'll still be able to use it just like you would a normal array:</p>

<pre><code>int main()
{
  int y[10];
  int *a = fillarr(y);
  cout &lt;&lt; a[0] &lt;&lt; endl;
}
</code></pre>
","3473448"
"Regular cast vs. static_cast vs. dynamic_cast","519351","","<p>I've been writing C and C++ code for almost twenty years, but there's one aspect of these languages that I've never really understood. I've obviously used regular casts i.e.</p>

<pre><code>MyClass *m = (MyClass *)ptr;
</code></pre>

<p>all over the place, but there seem to be two other types of casts, and I don't know the difference. What's the difference between the following lines of code?</p>

<pre><code>MyClass *m = (MyClass *)ptr;
MyClass *m = static_cast&lt;MyClass *&gt;(ptr);
MyClass *m = dynamic_cast&lt;MyClass *&gt;(ptr);
</code></pre>
","<h2>static_cast</h2>

<p><code>static_cast</code> is used for cases where you basically want to reverse an implicit conversion, with a few restrictions and additions. <code>static_cast</code> performs no runtime checks. This should be used if you know that you refer to an object of a specific type, and thus a check would be unnecessary. Example:</p>

<pre><code>void func(void *data) {
  // Conversion from MyClass* -&gt; void* is implicit
  MyClass *c = static_cast&lt;MyClass*&gt;(data);
  ...
}

int main() {
  MyClass c;
  start_thread(&amp;func, &amp;c)  // func(&amp;c) will be called
      .join();
}
</code></pre>

<p>In this example, you know that you passed a <code>MyClass</code> object, and thus there isn't any need for a runtime check to ensure this.</p>

<h2>dynamic_cast</h2>

<p><code>dynamic_cast</code> is useful when you don't know what the dynamic type of the object is. It returns a null pointer if the object referred to doesn't contain the type casted to as a base class (when you cast to a reference, a <code>bad_cast</code> exception is thrown in that case).</p>

<pre><code>if (JumpStm *j = dynamic_cast&lt;JumpStm*&gt;(&amp;stm)) {
  ...
} else if (ExprStm *e = dynamic_cast&lt;ExprStm*&gt;(&amp;stm)) {
  ...
}
</code></pre>

<p>You cannot use <code>dynamic_cast</code> if you downcast (cast to a derived class) and the argument type is not polymorphic. For example, the following code is not valid, because <code>Base</code> doesn't contain any virtual function:</p>

<pre><code>struct Base { };
struct Derived : Base { };
int main() {
  Derived d; Base *b = &amp;d;
  dynamic_cast&lt;Derived*&gt;(b); // Invalid
}
</code></pre>

<p>An ""up-cast"" (cast to the base class) is always valid with both <code>static_cast</code> and <code>dynamic_cast</code>, and also without any cast, as an ""up-cast"" is an implicit conversion.</p>

<h2>Regular Cast</h2>

<p>These casts are also called C-style cast. A C-style cast is basically identical to trying out a range of sequences of C++ casts, and taking the first C++ cast that works, without ever considering <code>dynamic_cast</code>. Needless to say, this is much more powerful as it combines all of <code>const_cast</code>, <code>static_cast</code> and <code>reinterpret_cast</code>, but it's also unsafe, because it does not use <code>dynamic_cast</code>.</p>

<p>In addition, C-style casts not only allow you to do this, but they also allow you to safely cast to a private base-class, while the ""equivalent"" <code>static_cast</code> sequence would give you a compile-time error for that.</p>

<p>Some people prefer C-style casts because of their brevity. I use them for numeric casts only, and use the appropriate C++ casts when user defined types are involved, as they provide stricter checking.</p>
","1255015"
"Difference between private, public, and protected inheritance","518645","","<p>What is the difference between <code>public</code>, <code>private</code>, and <code>protected</code> inheritance in C++? All of the questions I've found on SO deal with specific cases.</p>
","<p>To answer that question, I'd like to describe member's accessors first in my own words. If you already know this, skip to the heading ""next:"".</p>

<p>There are three accessors that I'm aware of: <code>public</code>, <code>protected</code> and <code>private</code>. </p>

<p>Let:</p>

<pre><code>class Base {
    public:
        int publicMember;
    protected:
        int protectedMember;
    private:
        int privateMember;
};
</code></pre>

<ul>
<li>Everything that is aware of <code>Base</code> is also aware that <code>Base</code> contains <code>publicMember</code>.</li>
<li>Only the children (and their children) are aware that <code>Base</code> contains <code>protectedMember</code>.</li>
<li>No one but <code>Base</code> is aware of <code>privateMember</code>.</li>
</ul>

<p>By ""is aware of"", I mean ""acknowledge the existence of, and thus be able to access"".</p>

<h2>next:</h2>

<p>The same happens with public, private and protected inheritance. Let's consider a class <code>Base</code> and a class <code>Child</code> that inherits from <code>Base</code>.</p>

<ul>
<li>If the inheritance is <code>public</code>, everything that is aware of <code>Base</code> and <code>Child</code> is also aware that <code>Child</code> inherits from <code>Base</code>.</li>
<li>If the inheritance is <code>protected</code>, only <code>Child</code>, and its children, are aware that they inherit from <code>Base</code>.</li>
<li>If the inheritance is <code>private</code>, no one other than <code>Child</code> is aware of the inheritance.</li>
</ul>
","860353"
"Simple example of threading in C++","500405","","<p>Can someone post a simple example of starting two (Object Oriented) threads in C++. </p>

<p>I'm looking for actual C++ thread objects that I can extend run methods on (or something similar) as opposed to calling a C-style thread library.</p>

<p>Update - I left out any OS specific requests in the hopes that whoever replied would reply with cross platform libraries to use. I'm just making that explicit now.</p>
","<p>Create a function that you want the thread to execute. I'll demonstrate with a trivial example:</p>

<pre><code>void task1(std::string msg)
{
    std::cout &lt;&lt; ""task1 says: "" &lt;&lt; msg;
}
</code></pre>

<p>Now create the <code>thread</code> object that will ultimately invoke the function above like so:</p>

<pre><code>std::thread t1(task1, ""Hello"");
</code></pre>

<p>(You need to <code>#include &lt;thread&gt;</code> to access the <code>std::thread</code> class)</p>

<p>As you can see, the constructor's arguments are the function the thread will execute, followed by the function's parameters.</p>

<p>Finally, join it to your main thread of execution like so:</p>

<pre><code>t1.join(); 
</code></pre>

<p>(Joining means that the thread who invoked the new thread will wait for the new thread to finish execution, before it will continue its own execution).</p>

<hr>

<h2>The Code</h2>

<pre><code>#include &lt;string&gt;
#include &lt;iostream&gt;
#include &lt;thread&gt;

using namespace std;

// The function we want to execute on the new thread.
void task1(string msg)
{
    cout &lt;&lt; ""task1 says: "" &lt;&lt; msg;
}

int main()
{
    // Constructs the new thread and runs it. Does not block execution.
    thread t1(task1, ""Hello"");

    // Makes the main thread wait for the new thread to finish execution, therefore blocks its own execution.
    t1.join();
}
</code></pre>

<p><a href=""http://en.cppreference.com/w/cpp/thread/thread"">More information about std::thread here</a></p>

<ul>
<li><em>On GCC, compile with <code>-std=c++0x -pthread</code>.</em></li>
<li><em>This should work for any operating-system, granted your compiler supports this (C++11) feature.</em></li>
</ul>
","11229853"
"usr/bin/ld: cannot find -l<nameOfTheLibrary>","498813","","<p>I'm trying to compile my program and it returns this error :</p>

<pre><code>usr/bin/ld: cannot find -l&lt;nameOfTheLibrary&gt;
</code></pre>

<p>in my makefile I use the command <code>g++</code> and link to my library which is a symbolic link to my library located on an other directory.</p>

<p>Is there an option to add to make it work please?</p>
","<p>If your library name is say <code>libxyz.so</code> and it is located on path say:</p>

<pre><code>/home/user/myDir
</code></pre>

<p>then to link it to your program:</p>

<pre><code>g++ -L/home/user/myDir -lxyz myprog.cpp -o myprog
</code></pre>
","16710346"
"When to use virtual destructors?","498357","","<p>I have a solid understanding of most OO theory but the one thing that confuses me a lot is virtual destructors.</p>

<p>I thought that the destructor always gets called no matter what and for every object in the chain.</p>

<p>When are you meant to make them virtual and why?</p>
","<p>Virtual destructors are useful when you can delete an instance of a derived class through a pointer to base class:</p>

<pre><code>class Base 
{
    // some virtual methods
};

class Derived : public Base
{
    ~Derived()
    {
        // Do some important cleanup
    }
}
</code></pre>

<p>Here, you'll notice that I didn't declare Base's destructor to be <code>virtual</code>. Now, let's have a look at the following snippet:</p>

<pre><code>Base *b = new Derived();
// use b
delete b; // Here's the problem!
</code></pre>

<p>Since Base's destructor is not <code>virtual</code> and <code>b</code> is a <code>Base*</code> pointing to a <code>Derived</code> object, <code>delete b</code> has <a href=""https://stackoverflow.com/q/2397984/20984"">undefined behaviour</a>:</p>

<blockquote>
  <p>[In <code>delete b</code>], if the static type of the
  object to be deleted is different from its dynamic type, the static
  type shall be a base class of the dynamic type of the object to be
  deleted and <strong>the static type shall have a virtual destructor or the
  behavior is undefined</strong>.</p>
</blockquote>

<p>In most implementations, the call to the destructor will be resolved like any non-virtual code, meaning that the destructor of the base class will be called but not the one of the derived class, resulting in a resources leak.</p>

<p>To sum up, always make base classes' destructors <code>virtual</code> when they're meant to be manipulated polymorphically.</p>

<p>If you want to prevent the deletion of an instance through a base class pointer, you can make the base class destructor protected and nonvirtual; by doing so, the compiler won't let you call <code>delete</code> on a base class pointer.</p>

<p>You can learn more about virtuality and virtual base class destructor in <a href=""http://www.gotw.ca/publications/mill18.htm"" rel=""noreferrer"">this article from Herb Sutter</a>.</p>
","461224"
"In C++ source, what is the effect of extern ""C""?","494434","","<p>What exactly does putting <code>extern ""C""</code> into C++ code do?</p>

<p>For example:</p>

<pre><code>extern ""C"" {
   void foo();
}
</code></pre>
","<p>extern ""C"" makes a function-name in C++ have 'C' linkage (compiler does not mangle the name) so that client C code can link to (i.e use) your function using a 'C' compatible header file that contains just the declaration of your function. Your function definition is contained in a binary format (that was compiled by your C++ compiler) that the client 'C' linker will then link to using the 'C' name.</p>

<p>Since C++ has overloading of function names and C does not, the C++ compiler cannot just use the function name as a unique id to link to, so it mangles the name by adding information about the arguments.  A C compiler does not need to mangle the name since you can not overload function names in C.  When you state that a function has extern ""C"" linkage in C++, the C++ compiler does not add argument/parameter type information to the name used for linkage.</p>

<p>Just so you know, you can specify ""C"" linkage to each individual declaration/definition explicitly or use a block to group a sequence of declarations/definitions to have a certain linkage:</p>

<pre><code>extern ""C"" void foo(int);
extern ""C""
{
   void g(char);
   int i;
}
</code></pre>

<p>If you care about the technicalities, they are listed in section 7.5 of the C++03 standard, here is a brief summary (with emphasis on extern ""C""):</p>

<ul>
<li>extern ""C"" is a linkage-specification</li>
<li>Every compiler is <em>required</em> to provide ""C"" linkage</li>
<li>a linkage specification shall occur only in namespace scope</li>
<li><strike> all function types, function names and variable names have a language linkage </strike> <b><a href=""https://stackoverflow.com/questions/1041866/in-c-source-what-is-the-effect-of-extern-c#comment20842899_1041880"">See Richard's Comment:</a></b> Only function names and variable names with external linkage have a language linkage</li>
<li>two function types with distinct language linkages are distinct types even if otherwise identical</li>
<li>linkage specs nest, inner one determines the final linkage</li>
<li>extern ""C"" is ignored for class members </li>
<li>at most one function with a particular name can have ""C"" linkage (regardless of namespace)</li>
<li><strike> extern ""C"" forces a function to have external linkage (cannot make it static) </strike> <b> See Richard's comment: </b>   'static' inside 'extern ""C""' is valid; an entity so declared has internal linkage, and so does not have a language linkage </li>
<li>Linkage from C++ to objects defined in other languages and to objects defined in C++ from other languages is implementation-defined and language-dependent. Only where the object layout strategies of two language implementations are similar enough can such linkage be achieved  </li>
</ul>
","1041880"
"C++ Singleton design pattern","478178","","<p>Recently I've bumped into a realization/implementation of the Singleton design pattern for C++. It has looked like this (I have adopted it from the real life example):</p>

<pre><code>// a lot of methods are omitted here
class Singleton
{
   public:
       static Singleton* getInstance( );
       ~Singleton( );
   private:
       Singleton( );
       static Singleton* instance;
};
</code></pre>

<p>From this declaration I can deduce that the instance field is initiated on the heap. That means there is a memory allocation. What is completely unclear for me is when exactly the memory is going to be deallocated? Or is there a bug and memory leak? It seems like there is a problem in the implementation.</p>

<p>My main question is, how do I implement it in the right way?</p>
","<p>See this article for a simple design for a lazy evaluated with guaranteed destruction singleton:<br>
<a href=""https://stackoverflow.com/questions/270947/can-any-one-provide-me-a-sample-of-singleton-in-c/271104#271104"">Can any one provide me a sample of Singleton in c++?</a>  </p>

<p>The classic lazy evaluated and correctly destroyed singleton.</p>

<pre><code>class S
{
    public:
        static S&amp; getInstance()
        {
            static S    instance; // Guaranteed to be destroyed.
                                  // Instantiated on first use.
            return instance;
        }
    private:
        S() {}                    // Constructor? (the {} brackets) are needed here.

        // C++ 03
        // ========
        // Dont forget to declare these two. You want to make sure they
        // are unacceptable otherwise you may accidentally get copies of
        // your singleton appearing.
        S(S const&amp;);              // Don't Implement
        void operator=(S const&amp;); // Don't implement

        // C++ 11
        // =======
        // We can use the better technique of deleting the methods
        // we don't want.
    public:
        S(S const&amp;)               = delete;
        void operator=(S const&amp;)  = delete;

        // Note: Scott Meyers mentions in his Effective Modern
        //       C++ book, that deleted functions should generally
        //       be public as it results in better error messages
        //       due to the compilers behavior to check accessibility
        //       before deleted status
};
</code></pre>

<p>See this article about when to use a singleton: (not often)<br>
<a href=""https://stackoverflow.com/questions/86582/singleton-how-should-it-be-used"">Singleton: How should it be used</a></p>

<p>See this two article about initialization order and how to cope:<br>
<a href=""https://stackoverflow.com/questions/211237/c-static-variables-initialisation-order/211307#211307"">Static variables initialisation order</a><br>
<a href=""https://stackoverflow.com/questions/335369/finding-c-static-initialization-order-problems/335746#335746"">Finding C++ static initialization order problems</a>  </p>

<p>See this article describing lifetimes:<br>
<a href=""https://stackoverflow.com/questions/246564/what-is-the-lifetime-of-a-static-variable-in-a-c-function"">What is the lifetime of a static variable in a C++ function?</a>  </p>

<p>See this article that discusses some threading implications to singletons:<br>
<a href=""https://stackoverflow.com/questions/449436/singleton-instance-declared-as-static-variable-of-getinstance-method/449823#449823"">Singleton instance declared as static variable of GetInstance method</a></p>

<p>See this article that explains why double checked locking will not work on C++:<br>
<a href=""https://stackoverflow.com/questions/367633/what-are-all-the-common-undefined-behaviour-that-c-programmer-should-know-about/367690#367690"">What are all the common undefined behaviours that a C++ programmer should know about?</a></p>
","1008289"
"Compiling C++11 with g++","472393","","<p>I'm trying to update my C++ compiler to C++11.
I have searched a bit and I have come to the conclusion that I have to use the flag <code>-std=c++0x</code> or <code>-std=gnu++0x</code>, but I don't know many things about flags. Can anyone help me? (I'm using Ubuntu 12.04.)</p>

<p>Here is the error that i get from the compiler when i attempt to use a library which is included in C++11(i.e. array):</p>

<pre><code>#include &lt;array&gt;
#include &lt;iostream&gt;

int main()
{
    std::array&lt;int, 3&gt; arr = {2, 3, 5};
    ...
}
</code></pre>

<p><code>This file requires compiler and library support for the upcoming ISO C++ standard, C++0x. This support is currently experimental, and must be enabled with the -std=c++0x or -std=gnu++0x compiler options.</code></p>
","<p>Flags (or compiler options) are nothing but ordinary command line arguments passed to the compiler executable.</p>

<p>Assuming you are invoking g++ from the command line (terminal):</p>

<p><code>$ g++ -std=c++11 your_file.cpp -o your_program</code></p>

<p>or</p>

<p><code>$ g++ -std=c++0x your_file.cpp -o your_program</code></p>

<p>if the above doesn't work.</p>
","10363883"
"How do I tokenize a string in C++?","461868","","<p>Java has a convenient split method:</p>

<pre><code>String str = ""The quick brown fox"";
String[] results = str.split("" "");
</code></pre>

<p>Is there an easy way to do this in C++?</p>
","<p>Your simple case can easily be built using the <a href=""http://en.cppreference.com/w/cpp/string/basic_string/find"" rel=""noreferrer""><code>std::string::find</code></a> method. However, take a look at <a href=""http://www.boost.org/doc/libs/1_36_0/libs/tokenizer/index.html"" rel=""noreferrer"">Boost.Tokenizer</a>. It's great. Boost generally has some very cool string tools.</p>
","53863"
"What is an unsigned char?","441834","","<p>In C/C++, what an <code>unsigned char</code> is used for? How is it different from a regular <code>char</code>?</p>
","<p>In C++, there are three <em>distinct</em> character types:</p>

<ul>
<li><code>char</code></li>
<li><code>signed char</code></li>
<li><code>unsigned char</code></li>
</ul>

<p>If you are using character types for <em>text</em>, use the unqualified <code>char</code>:</p>

<ul>
<li>it is the type of character literals like <code>'a'</code> or <code>'0'</code>.</li>
<li>it is the type that makes up C strings like <code>""abcde""</code></li>
</ul>

<p>It also works out as a number value, but it is unspecified whether that value is treated as signed or unsigned. Beware character comparisons through inequalities - although if you limit yourself to ASCII (0-127) you're just about safe.</p>

<p>If you are using character types as <em>numbers</em>, use:</p>

<ul>
<li><code>signed char</code>, which gives you <em>at least</em> the -127 to 127 range. (-128 to 127 is common)</li>
<li><code>unsigned char</code>, which gives you <em>at least</em> the 0 to 255 range.</li>
</ul>

<p>""At least"", because the C++ standard only gives the minimum range of values that each numeric type is required to cover. <code>sizeof (char)</code> is required to be 1 (i.e. one byte), but a byte could in theory be for example 32 bits. <strong><code>sizeof</code> would still be report its size as <code>1</code></strong> - meaning that you <em>could</em> have <code>sizeof (char) == sizeof (long) == 1</code>.</p>
","87648"
"How do I erase an element from std::vector<> by index?","433252","","<p>I have a std::vector&lt;int>, and I want to delete the n'th element. How do I do that?</p>

<pre><code>std::vector&lt;int&gt; vec;

vec.push_back(6);
vec.push_back(-17);
vec.push_back(12);

vec.erase(???);
</code></pre>
","<p>To delete a single element, you could do:</p>

<pre><code>std::vector&lt;int&gt; vec;

vec.push_back(6);
vec.push_back(-17);
vec.push_back(12);

// Deletes the second element (vec[1])
vec.erase(vec.begin() + 1);
</code></pre>

<p>Or, to delete more than one element at once:</p>

<pre><code>// Deletes the second through third elements (vec[1], vec[2])
vec.erase(vec.begin() + 1, vec.begin() + 3);
</code></pre>
","875109"
"How to call a parent class function from derived class function?","418824","","<p>How do I call the parent function from a derived class using C++? For example, I have a class called <code>parent</code>, and a class called <code>child</code> which is derived from parent. Within 
each class there is a <code>print</code> function.  In the definition of the child's print function I would like to make a call to the parents print function.  How would I go about doing this?</p>
","<p>I'll take the risk of stating the obvious: You call the function, if it's defined in the base class it's automatically available in the derived class (unless it's <code>private</code>).</p>

<p>If there is a function with the same signature in the derived class you can disambiguate it by adding the base class's name followed by two colons <code>base_class::foo(...)</code>. You should note that unlike Java and C#, C++ does <strong>not</strong> have a keyword for ""the base class"" (<code>super</code> or <code>base</code>) since C++ supports <a href=""http://en.wikipedia.org/wiki/Multiple_inheritance"" rel=""noreferrer"">multiple inheritance</a> which may lead to ambiguity.</p>

<pre><code>class left {
public:
    void foo();
};

class right {
public:
    void foo();
};

class bottom : public left, public right {
public:
    void foo()
    {
        //base::foo();// ambiguous
        left::foo();
        right::foo();

        // and when foo() is not called for 'this':
        bottom b;
        b.left::foo();  // calls b.foo() from 'left'
        b.right::foo();  // call b.foo() from 'right'
    }
};
</code></pre>

<p>Incidentally, you can't derive directly from the same class twice since there will be no way to refer to one of the base classes over the other.</p>

<pre><code>class bottom : public left, public left { // Illegal
};
</code></pre>
","357380"
"When should static_cast, dynamic_cast, const_cast and reinterpret_cast be used?","406147","","<p>What are the proper uses of:</p>

<ul>
<li><code>static_cast</code></li>
<li><code>dynamic_cast</code></li>
<li><code>const_cast</code></li>
<li><code>reinterpret_cast</code></li>
<li>C-style cast <code>(type)value</code></li>
<li>Function-style cast <code>type(value)</code></li>
</ul>

<p>How does one decide which to use in which specific cases?</p>
","<p><strong><code>static_cast</code></strong> is the first cast you should attempt to use. It does things like implicit conversions between types (such as <code>int</code> to <code>float</code>, or pointer to <code>void*</code>), and it can also call explicit conversion functions (or implicit ones). In many cases, explicitly stating <code>static_cast</code> isn't necessary, but it's important to note that the <code>T(something)</code> syntax is equivalent to <code>(T)something</code> and should be avoided (more on that later). A <code>T(something, something_else)</code> is safe, however, and guaranteed to call the constructor.</p>

<p><code>static_cast</code> can also cast through inheritance hierarchies. It is unnecessary when casting upwards (towards a base class), but when casting downwards it can be used as long as it doesn't cast through <code>virtual</code> inheritance. It does not do checking, however, and it is undefined behavior to <code>static_cast</code> down a hierarchy to a type that isn't actually the type of the object.</p>

<hr>

<p><strong><code>const_cast</code></strong> can be used to remove or add <code>const</code> to a variable; no other C++ cast is capable of removing it (not even <code>reinterpret_cast</code>). It is important to note that modifying a formerly <code>const</code> value is only undefined if the original variable is <code>const</code>; if you use it to take the <code>const</code> off a reference to something that wasn't declared with <code>const</code>, it is safe. This can be useful when overloading member functions based on <code>const</code>, for instance. It can also be used to add <code>const</code> to an object, such as to call a member function overload.</p>

<p><code>const_cast</code> also works similarly on <code>volatile</code>, though that's less common.</p>

<hr>

<p><strong><code>dynamic_cast</code></strong> is almost exclusively used for handling polymorphism. You can cast a pointer or reference to any polymorphic type to any other class type (a polymorphic type has at least one virtual function, declared or inherited). You can use it for more than just casting downwards -- you can cast sideways or even up another chain. The <code>dynamic_cast</code> will seek out the desired object and return it if possible. If it can't, it will return <code>nullptr</code> in the case of a pointer, or throw <code>std::bad_cast</code> in the case of a reference.</p>

<p><code>dynamic_cast</code> has some limitations, though. It doesn't work if there are multiple objects of the same type in the inheritance hierarchy (the so-called 'dreaded diamond') and you aren't using <code>virtual</code> inheritance. It also can only go through public inheritance - it will always fail to travel through <code>protected</code> or <code>private</code> inheritance. This is rarely an issue, however, as such forms of inheritance are rare.</p>

<hr>

<p><strong><code>reinterpret_cast</code></strong> is the most dangerous cast, and should be used very sparingly. It turns one type directly into another - such as casting the value from one pointer to another, or storing a pointer in an <code>int</code>, or all sorts of other nasty things. Largely, the only guarantee you get with <code>reinterpret_cast</code> is that normally if you cast the result back to the original type, you will get the exact same value (but <strong><em>not</em></strong> if the intermediate type is smaller than the original type). There are a number of conversions that <strong><code>reinterpret_cast</code></strong> cannot do, too. It's used primarily for particularly weird conversions and bit manipulations, like turning a raw data stream into actual data, or storing data in the low bits of an aligned pointer.</p>

<hr>

<p><strong>C-style cast</strong> and <strong>function-style cast</strong> are casts using <code>(type)object</code> or <code>type(object)</code>, respectively. A C-style cast is defined as the first of the following which succeeds:</p>

<ul>
<li><code>const_cast</code></li>
<li><code>static_cast</code> (though ignoring access restrictions)</li>
<li><code>static_cast</code> (see above), then <code>const_cast</code></li>
<li><code>reinterpret_cast</code></li>
<li><code>reinterpret_cast</code>, then <code>const_cast</code></li>
</ul>

<p>It can therefore be used as a replacement for other casts in some instances, but can be extremely dangerous because of the ability to devolve into a <code>reinterpret_cast</code>, and the latter should be preferred when explicit casting is needed, unless you are sure <code>static_cast</code> will succeed or <code>reinterpret_cast</code> will fail. Even then, consider the longer, more explicit option.</p>

<p>C-style casts also ignore access control when performing a <code>static_cast</code>, which means that they have the ability to perform an operation that no other cast can. This is mostly a kludge, though, and in my mind is just another reason to avoid C-style casts.</p>
","332086"
"How to loop through a C++ map of maps?","405858","","<p>How would I loop through a <code>std::map</code> in C++?
My map is defined as:</p>

<pre><code>std::map&lt; std::string, std::map&lt;std::string, std::string&gt; &gt;
</code></pre>

<p>For example, this holds data like this:</p>

<pre><code>m[""name1""][""value1""] = ""data1"";
m[""name1""][""value2""] = ""data2"";
m[""name2""][""value1""] = ""data1"";
m[""name2""][""value2""] = ""data2"";
m[""name3""][""value1""] = ""data1"";
m[""name3""][""value2""] = ""data2"";
</code></pre>

<p>How can I loop through this map and access the various values?</p>
","<p>Old question but the remaining answers are outdated as of C++11 - you can use a <a href=""http://en.cppreference.com/w/cpp/language/range-for"" rel=""noreferrer"">ranged based for loop</a> and simply do:</p>

<pre><code>std::map&lt;std::string, std::map&lt;std::string, std::string&gt;&gt; mymap;

for(auto const &amp;ent1 : mymap) {
  // ent1.first is the first key
  for(auto const &amp;ent2 : ent1.second) {
    // ent2.first is the second key
    // ent2.second is the data
  }
}
</code></pre>

<p>this should be much cleaner than the earlier versions, and avoids unnecessary copies. </p>

<p>Some favour replacing the comments with explicit definitions of reference variables (which get optimised away if unused):</p>

<pre><code>for(auto const &amp;ent1 : mymap) {
  auto const &amp;outer_key = ent1.first;
  auto const &amp;inner_map = ent1.second;
  for(auto const &amp;ent2 : inner_map) {
    auto const &amp;inner_key   = ent2.first;
    auto const &amp;inner_value = ent2.second;
  }
}
</code></pre>
","27344958"
"How do you declare an interface in C++?","403201","","<p>How do I setup a class that represents an interface?  Is this just an abstract base class?</p>
","<p>To expand on the answer by <a href=""https://stackoverflow.com/questions/318064/how-do-you-declare-an-interface-in-c#318084"">bradtgmurray</a>,  you may want to make one exception to the pure virtual method list of your interface by adding a virtual destructor. This allows you to pass pointer ownership to another party without exposing the concrete derived class. The destructor doesn't have to do anything, because the interface doesn't have any concrete members. It might seem contradictory to define a function as both virtual and inline, but trust me - it isn't.</p>

<pre><code>class IDemo
{
    public:
        virtual ~IDemo() {}
        virtual void OverrideMe() = 0;
};

class Parent
{
    public:
        virtual ~Parent();
};

class Child : public Parent, public IDemo
{
    public:
        virtual void OverrideMe()
        {
            //do stuff
        }
};
</code></pre>

<p>You don't have to include a body for the virtual destructor - it turns out some compilers have trouble optimizing an empty destructor and you're better off using the default. </p>
","318137"
"Passing a 2D array to a C++ function","400242","","<p>I have a function which I want to take, as a parameter, a 2D array of variable size. </p>

<p>So far I have this: </p>

<pre><code>void myFunction(double** myArray){
     myArray[x][y] = 5;
     etc...
}
</code></pre>

<p>And I have declared an array elsewhere in my code:</p>

<pre><code>double anArray[10][10];
</code></pre>

<p>However, calling <code>myFunction(anArray)</code> gives me an error.</p>

<p>I do not want to copy the array when I pass it in. Any changes made in <code>myFunction</code> should alter the state of <code>anArray</code>. If I understand correctly, I only want to pass in as an argument a pointer to a 2D array. The function needs to accept arrays of different sizes also. So for example, <code>[10][10]</code> and <code>[5][5]</code>. How can I do this?</p>
","<p>There are three ways to pass a 2D array to a function:</p>

<ol>
<li><p>The parameter is a 2D array</p>

<pre><code>int array[10][10];
void passFunc(int a[][10])
{
    // ...
}
passFunc(array);
</code></pre></li>
<li><p>The parameter is an array containing pointers</p>

<pre><code>int *array[10];
for(int i = 0; i &lt; 10; i++)
    array[i] = new int[10];
void passFunc(int *a[10]) //Array containing pointers
{
    // ...
}
passFunc(array);
</code></pre></li>
<li><p>The parameter is a pointer to a pointer</p>

<pre><code>int **array;
array = new int *[10];
for(int i = 0; i &lt;10; i++)
    array[i] = new int[10];
void passFunc(int **a)
{
    // ...
}
passFunc(array);
</code></pre></li>
</ol>
","8767247"
"How do I build a graphical user interface in C++?","400124","","<p>All of my C++ programs so far have been using the command line interface and the only other language I have experience with is PHP which doesn't support this. </p>

<p>Where do I start with graphical user interface programming in C++? How do I create one?</p>
","<p>Essentially an operating system's windowing system exposes some API calls that you can perform to do jobs like create a window, or put a button on the window. Basically you get a suite of header files and you can call functions in those imported libraries, just like you'd do with stdlib and <code>printf</code>. </p>

<p>Each operating system comes with it's own GUI toolkit, suite of header files, and API calls, and their own way of doing things. There are also cross platform toolkits like gtk, qt, and wx widgets that help you build programs that work anywhere. They achieve this by having the same API calls on each platform, but a different implementation for those API functions that call down to the native OS API calls.</p>

<p>One thing they'll all have in common, which will be different from a CLI program, is something called an event loop. The basic idea there is somewhat complicated, and difficult to compress, but in essence it means that not a hell of a lot is going in in your main class/main function, except:</p>

<ul>
<li>check the event queue if there's any new events</li>
<li>if there is, dispatch those events to appropriate handlers</li>
<li>when you're done, yield control back to the operating system (usually with some kind of special ""sleep"" or ""select"" or ""yield"" function call)</li>
<li>then the yield function will return when the operating system is done, and you have another go around the loop.</li>
</ul>

<p>There are plenty of resources about event based programming. If you have any experience with javascript, it's the same basic idea, except that you, the scripter have no access or control over the event loop itself, or what events there are, your only job is to write and register handlers.</p>

<p>You should keep in mind that GUI programming is incredibly complicated and difficult, in general. If you have the option, it's actually much easier to just integrate an embedded webserver into your program and have an html/web based interface. The one exception that I've encountered is Apple's cocoa+xcode+interface builder + tutorials that make it easily the most approachable environment for people new to GUI programming that I've seen.</p>
","1186051"
